id,name,height,weight,base_experience,order,is_default,location_area_encounters,abilities,types,moves,stats,held_items,cries,forms,game_indices,sprites,species,past_abilities,past_types
876,indeedee-male,9,280,166,1061,True,https://pokeapi.co/api/v2/pokemon/876/encounters,"inner-focus, synchronize, psychic-surge","psychic, normal","pay-day, body-slam, take-down, psybeam, psychic","{""hp"": 60, ""attack"": 65, ""defense"": 55, ""special-attack"": 105, ""special-defense"": 95, ""speed"": 95}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/876.ogg"", ""legacy"": null}",indeedee-male,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/876.png,indeedee,[],[]
877,morpeko-full-belly,3,30,153,1063,True,https://pokeapi.co/api/v2/pokemon/877/encounters,hunger-switch,"electric, dark","thunder-punch, take-down, thrash, double-edge, tail-whip","{""hp"": 58, ""attack"": 95, ""defense"": 58, ""special-attack"": 70, ""special-defense"": 58, ""speed"": 97}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/877.ogg"", ""legacy"": null}",morpeko-full-belly,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/877.png,morpeko,[],[]
878,cufant,12,1000,66,1065,True,https://pokeapi.co/api/v2/pokemon/878/encounters,"sheer-force, heavy-metal",steel,"whirlwind, slam, stomp, mega-kick, tackle","{""hp"": 72, ""attack"": 80, ""defense"": 49, ""special-attack"": 40, ""special-defense"": 49, ""speed"": 40}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/878.ogg"", ""legacy"": null}",cufant,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/878.png,cufant,[],[]
879,copperajah,30,6500,175,1066,True,https://pokeapi.co/api/v2/pokemon/879/encounters,"sheer-force, heavy-metal",steel,"stomp, mega-kick, tackle, body-slam, take-down","{""hp"": 122, ""attack"": 130, ""defense"": 69, ""special-attack"": 80, ""special-defense"": 69, ""speed"": 30}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/879.ogg"", ""legacy"": null}",copperajah,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/879.png,copperajah,[],[]
880,dracozolt,18,1900,177,1067,True,https://pokeapi.co/api/v2/pokemon/880/encounters,"volt-absorb, hustle, sand-rush","electric, dragon","mega-punch, thunder-punch, slam, stomp, mega-kick","{""hp"": 90, ""attack"": 100, ""defense"": 90, ""special-attack"": 80, ""special-defense"": 70, ""speed"": 75}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/880.ogg"", ""legacy"": null}",dracozolt,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/880.png,dracozolt,[],[]
881,arctozolt,23,1500,177,1068,True,https://pokeapi.co/api/v2/pokemon/881/encounters,"volt-absorb, static, slush-rush","electric, ice","mega-punch, thunder-punch, slam, mega-kick, body-slam","{""hp"": 90, ""attack"": 100, ""defense"": 90, ""special-attack"": 90, ""special-defense"": 80, ""speed"": 55}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/881.ogg"", ""legacy"": null}",arctozolt,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/881.png,arctozolt,[],[]
882,dracovish,23,2150,177,1069,True,https://pokeapi.co/api/v2/pokemon/882/encounters,"water-absorb, strong-jaw, sand-rush","water, dragon","stomp, mega-kick, tackle, body-slam, bite","{""hp"": 90, ""attack"": 90, ""defense"": 100, ""special-attack"": 70, ""special-defense"": 80, ""speed"": 75}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/882.ogg"", ""legacy"": null}",dracovish,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/882.png,dracovish,[],[]
883,arctovish,20,1750,177,1070,True,https://pokeapi.co/api/v2/pokemon/883/encounters,"water-absorb, ice-body, slush-rush","water, ice","body-slam, bite, water-gun, hydro-pump, surf","{""hp"": 90, ""attack"": 90, ""defense"": 100, ""special-attack"": 80, ""special-defense"": 90, ""speed"": 55}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/883.ogg"", ""legacy"": null}",arctovish,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,arctovish,[],[]
884,duraludon,18,400,187,1071,True,https://pokeapi.co/api/v2/pokemon/884/encounters,"light-metal, heavy-metal, stalwart","steel, dragon","swords-dance, body-slam, take-down, double-edge, leer","{""hp"": 70, ""attack"": 95, ""defense"": 115, ""special-attack"": 120, ""special-defense"": 50, ""speed"": 85}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/884.ogg"", ""legacy"": null}",duraludon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,duraludon,[],[]
885,dreepy,5,20,54,1072,True,https://pokeapi.co/api/v2/pokemon/885/encounters,"clear-body, infiltrator, cursed-body","dragon, ghost","bite, disable, thunder-wave, quick-attack, double-team","{""hp"": 28, ""attack"": 60, ""defense"": 30, ""special-attack"": 40, ""special-defense"": 30, ""speed"": 82}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/885.ogg"", ""legacy"": null}",dreepy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,dreepy,[],[]
886,drakloak,14,110,144,1073,True,https://pokeapi.co/api/v2/pokemon/886/encounters,"clear-body, infiltrator, cursed-body","dragon, ghost","take-down, double-edge, bite, flamethrower, hydro-pump","{""hp"": 68, ""attack"": 80, ""defense"": 50, ""special-attack"": 60, ""special-defense"": 50, ""speed"": 102}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/886.ogg"", ""legacy"": null}",drakloak,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,drakloak,[],[]
887,dragapult,30,500,300,1074,True,https://pokeapi.co/api/v2/pokemon/887/encounters,"clear-body, infiltrator, cursed-body","dragon, ghost","fly, body-slam, take-down, double-edge, bite","{""hp"": 88, ""attack"": 120, ""defense"": 75, ""special-attack"": 100, ""special-defense"": 75, ""speed"": 142}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/887.ogg"", ""legacy"": null}",dragapult,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,dragapult,[],[]
888,zacian,28,1100,335,1075,True,https://pokeapi.co/api/v2/pokemon/888/encounters,intrepid-sword,fairy,"swords-dance, body-slam, take-down, bite, hyper-beam","{""hp"": 92, ""attack"": 120, ""defense"": 115, ""special-attack"": 80, ""special-defense"": 115, ""speed"": 138}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/888.ogg"", ""legacy"": null}",zacian,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,zacian,[],[]
889,zamazenta,29,2100,335,1077,True,https://pokeapi.co/api/v2/pokemon/889/encounters,dauntless-shield,fighting,"body-slam, take-down, bite, roar, hyper-beam","{""hp"": 92, ""attack"": 120, ""defense"": 115, ""special-attack"": 80, ""special-defense"": 115, ""speed"": 138}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/889.ogg"", ""legacy"": null}",zamazenta,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,zamazenta,[],[]
890,eternatus,200,9500,345,1079,True,https://pokeapi.co/api/v2/pokemon/890/encounters,pressure,"poison, dragon","fly, body-slam, take-down, flamethrower, hyper-beam","{""hp"": 140, ""attack"": 85, ""defense"": 95, ""special-attack"": 145, ""special-defense"": 95, ""speed"": 130}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/890.ogg"", ""legacy"": null}",eternatus,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,eternatus,[],[]
891,kubfu,6,120,77,1081,True,https://pokeapi.co/api/v2/pokemon/891/encounters,inner-focus,fighting,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","{""hp"": 60, ""attack"": 90, ""defense"": 60, ""special-attack"": 53, ""special-defense"": 50, ""speed"": 72}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/891.ogg"", ""legacy"": null}",kubfu,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,kubfu,[],[]
892,urshifu-single-strike,19,1050,275,1082,True,https://pokeapi.co/api/v2/pokemon/892/encounters,unseen-fist,"fighting, dark","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","{""hp"": 100, ""attack"": 130, ""defense"": 100, ""special-attack"": 63, ""special-defense"": 60, ""speed"": 97}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/892.ogg"", ""legacy"": null}",urshifu-single-strike,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,urshifu,[],[]
893,zarude,18,700,300,1084,True,https://pokeapi.co/api/v2/pokemon/893/encounters,leaf-guard,"dark, grass","mega-punch, scratch, swords-dance, bind, vine-whip","{""hp"": 105, ""attack"": 120, ""defense"": 105, ""special-attack"": 70, ""special-defense"": 95, ""speed"": 105}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/893.ogg"", ""legacy"": null}",zarude,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,zarude,[],[]
894,regieleki,12,1450,290,1086,True,https://pokeapi.co/api/v2/pokemon/894/encounters,transistor,electric,"body-slam, take-down, thrash, hyper-beam, thunder-shock","{""hp"": 80, ""attack"": 100, ""defense"": 50, ""special-attack"": 100, ""special-defense"": 50, ""speed"": 200}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/894.ogg"", ""legacy"": null}",regieleki,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,regieleki,[],[]
895,regidrago,21,2000,290,1087,True,https://pokeapi.co/api/v2/pokemon/895/encounters,dragons-maw,dragon,"vice-grip, body-slam, take-down, thrash, bite","{""hp"": 200, ""attack"": 100, ""defense"": 50, ""special-attack"": 100, ""special-defense"": 50, ""speed"": 80}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/895.ogg"", ""legacy"": null}",regidrago,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,regidrago,[],[]
896,glastrier,22,8000,290,1088,True,https://pokeapi.co/api/v2/pokemon/896/encounters,chilling-neigh,ice,"swords-dance, stomp, double-kick, tackle, body-slam","{""hp"": 100, ""attack"": 145, ""defense"": 130, ""special-attack"": 65, ""special-defense"": 110, ""speed"": 30}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/896.ogg"", ""legacy"": null}",glastrier,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,glastrier,[],[]
897,spectrier,20,445,290,1089,True,https://pokeapi.co/api/v2/pokemon/897/encounters,grim-neigh,ghost,"stomp, double-kick, tackle, body-slam, take-down","{""hp"": 100, ""attack"": 65, ""defense"": 60, ""special-attack"": 145, ""special-defense"": 80, ""speed"": 130}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/897.ogg"", ""legacy"": null}",spectrier,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,spectrier,[],[]
898,calyrex,11,77,250,1090,True,https://pokeapi.co/api/v2/pokemon/898/encounters,unnerve,"psychic, grass","pound, pay-day, take-down, psybeam, hyper-beam","{""hp"": 100, ""attack"": 80, ""defense"": 80, ""special-attack"": 80, ""special-defense"": 80, ""speed"": 80}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/898.ogg"", ""legacy"": null}",calyrex,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,calyrex,[],[]
899,wyrdeer,18,951,263,-1,True,https://pokeapi.co/api/v2/pokemon/899/encounters,"intimidate, frisk, sap-sipper","normal, psychic","stomp, sand-attack, tackle, body-slam, take-down","{""hp"": 103, ""attack"": 105, ""defense"": 72, ""special-attack"": 105, ""special-defense"": 75, ""speed"": 65}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/899.ogg"", ""legacy"": null}",wyrdeer,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,wyrdeer,[],[]
900,kleavor,18,890,175,-1,True,https://pokeapi.co/api/v2/pokemon/900/encounters,"swarm, sheer-force, sharpness","bug, rock","swords-dance, take-down, double-edge, leer, hyper-beam","{""hp"": 70, ""attack"": 135, ""defense"": 95, ""special-attack"": 45, ""special-defense"": 70, ""speed"": 85}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/900.ogg"", ""legacy"": null}",kleavor,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,kleavor,"[{""abilities"": [{""ability"": {""name"": ""steadfast"", ""url"": ""https://pokeapi.co/api/v2/ability/80/""}, ""is_hidden"": true, ""slot"": 3}], ""generation"": {""name"": ""generation-viii"", ""url"": ""https://pokeapi.co/api/v2/generation/8/""}}]",[]
901,ursaluna,24,2900,275,-1,True,https://pokeapi.co/api/v2/pokemon/901/encounters,"guts, bulletproof, unnerve","ground, normal","fire-punch, ice-punch, thunder-punch, scratch, swords-dance","{""hp"": 130, ""attack"": 140, ""defense"": 105, ""special-attack"": 45, ""special-defense"": 80, ""speed"": 50}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/901.ogg"", ""legacy"": null}",ursaluna,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,ursaluna,[],[]
902,basculegion-male,30,1100,265,-1,True,https://pokeapi.co/api/v2/pokemon/902/encounters,"swift-swim, adaptability, mold-breaker","water, ghost","headbutt, tackle, take-down, thrash, double-edge","{""hp"": 120, ""attack"": 112, ""defense"": 65, ""special-attack"": 80, ""special-defense"": 75, ""speed"": 78}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/902.ogg"", ""legacy"": null}",basculegion-male,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,basculegion,"[{""abilities"": [{""ability"": {""name"": ""rattled"", ""url"": ""https://pokeapi.co/api/v2/ability/155/""}, ""is_hidden"": false, ""slot"": 1}], ""generation"": {""name"": ""generation-viii"", ""url"": ""https://pokeapi.co/api/v2/generation/8/""}}]",[]
903,sneasler,13,430,102,-1,True,https://pokeapi.co/api/v2/pokemon/903/encounters,"pressure, unburden, poison-touch","fighting, poison","fire-punch, scratch, swords-dance, take-down, leer","{""hp"": 80, ""attack"": 130, ""defense"": 60, ""special-attack"": 40, ""special-defense"": 80, ""speed"": 120}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/903.ogg"", ""legacy"": null}",sneasler,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,sneasler,"[{""abilities"": [{""ability"": null, ""is_hidden"": false, ""slot"": 2}], ""generation"": {""name"": ""generation-viii"", ""url"": ""https://pokeapi.co/api/v2/generation/8/""}}]",[]
904,overqwil,25,605,179,-1,True,https://pokeapi.co/api/v2/pokemon/904/encounters,"poison-point, swift-swim, intimidate","dark, poison","swords-dance, tackle, take-down, double-edge, poison-sting","{""hp"": 85, ""attack"": 115, ""defense"": 95, ""special-attack"": 65, ""special-defense"": 65, ""speed"": 85}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/904.ogg"", ""legacy"": null}",overqwil,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,overqwil,[],[]
905,enamorus-incarnate,16,480,116,-1,True,https://pokeapi.co/api/v2/pokemon/905/encounters,"cute-charm, contrary","fairy, flying","fly, tackle, body-slam, take-down, bite","{""hp"": 74, ""attack"": 115, ""defense"": 70, ""special-attack"": 135, ""special-defense"": 80, ""speed"": 106}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/905.ogg"", ""legacy"": null}",enamorus-incarnate,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,enamorus,"[{""abilities"": [{""ability"": {""name"": ""healer"", ""url"": ""https://pokeapi.co/api/v2/ability/131/""}, ""is_hidden"": false, ""slot"": 1}], ""generation"": {""name"": ""generation-viii"", ""url"": ""https://pokeapi.co/api/v2/generation/8/""}}]",[]
906,sprigatito,4,41,62,906,True,https://pokeapi.co/api/v2/pokemon/906/encounters,"overgrow, protean",grass,"scratch, take-down, tail-whip, bite, leech-seed","{""hp"": 40, ""attack"": 61, ""defense"": 54, ""special-attack"": 45, ""special-defense"": 45, ""speed"": 65}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/906.ogg"", ""legacy"": null}",sprigatito,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,sprigatito,[],[]
907,floragato,9,122,144,907,True,https://pokeapi.co/api/v2/pokemon/907/encounters,"overgrow, protean",grass,"thunder-punch, scratch, take-down, tail-whip, bite","{""hp"": 61, ""attack"": 80, ""defense"": 63, ""special-attack"": 60, ""special-defense"": 63, ""speed"": 83}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/907.ogg"", ""legacy"": null}",floragato,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,floragato,[],[]
908,meowscarada,15,312,265,908,True,https://pokeapi.co/api/v2/pokemon/908/encounters,"overgrow, protean","grass, dark","thunder-punch, scratch, take-down, tail-whip, bite","{""hp"": 76, ""attack"": 110, ""defense"": 70, ""special-attack"": 81, ""special-defense"": 70, ""speed"": 123}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/908.ogg"", ""legacy"": null}",meowscarada,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,meowscarada,[],[]
909,fuecoco,4,98,62,909,True,https://pokeapi.co/api/v2/pokemon/909/encounters,"blaze, unaware",fire,"tackle, body-slam, take-down, leer, bite","{""hp"": 67, ""attack"": 45, ""defense"": 59, ""special-attack"": 63, ""special-defense"": 40, ""speed"": 36}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/909.ogg"", ""legacy"": null}",fuecoco,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,fuecoco,[],[]
910,crocalor,10,307,144,910,True,https://pokeapi.co/api/v2/pokemon/910/encounters,"blaze, unaware",fire,"tackle, body-slam, take-down, leer, bite","{""hp"": 81, ""attack"": 55, ""defense"": 78, ""special-attack"": 90, ""special-defense"": 58, ""speed"": 49}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/910.ogg"", ""legacy"": null}",crocalor,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,crocalor,[],[]
911,skeledirge,16,3265,265,911,True,https://pokeapi.co/api/v2/pokemon/911/encounters,"blaze, unaware","fire, ghost","tackle, body-slam, take-down, leer, bite","{""hp"": 104, ""attack"": 75, ""defense"": 100, ""special-attack"": 110, ""special-defense"": 75, ""speed"": 66}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/911.ogg"", ""legacy"": null}",skeledirge,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,skeledirge,[],[]
912,quaxly,5,61,62,912,True,https://pokeapi.co/api/v2/pokemon/912/encounters,"torrent, moxie",water,"pound, wing-attack, take-down, growl, water-gun","{""hp"": 55, ""attack"": 65, ""defense"": 45, ""special-attack"": 50, ""special-defense"": 45, ""speed"": 50}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/912.ogg"", ""legacy"": null}",quaxly,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,quaxly,[],[]
913,quaxwell,12,215,144,913,True,https://pokeapi.co/api/v2/pokemon/913/encounters,"torrent, moxie",water,"pound, wing-attack, take-down, growl, water-gun","{""hp"": 70, ""attack"": 85, ""defense"": 65, ""special-attack"": 65, ""special-defense"": 60, ""speed"": 65}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/913.ogg"", ""legacy"": null}",quaxwell,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,quaxwell,[],[]
914,quaquaval,18,619,265,914,True,https://pokeapi.co/api/v2/pokemon/914/encounters,"torrent, moxie","water, fighting","pound, swords-dance, wing-attack, mega-kick, take-down","{""hp"": 85, ""attack"": 120, ""defense"": 80, ""special-attack"": 85, ""special-defense"": 75, ""speed"": 85}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/914.ogg"", ""legacy"": null}",quaquaval,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,quaquaval,[],[]
915,lechonk,5,102,51,915,True,https://pokeapi.co/api/v2/pokemon/915/encounters,"aroma-veil, gluttony, thick-fat",normal,"headbutt, tackle, body-slam, take-down, double-edge","{""hp"": 54, ""attack"": 45, ""defense"": 40, ""special-attack"": 35, ""special-defense"": 45, ""speed"": 35}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/915.ogg"", ""legacy"": null}",lechonk,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,lechonk,[],[]
916,oinkologne-male,10,1200,171,916,True,https://pokeapi.co/api/v2/pokemon/916/encounters,"lingering-aroma, gluttony, thick-fat",normal,"headbutt, tackle, body-slam, take-down, double-edge","{""hp"": 110, ""attack"": 100, ""defense"": 75, ""special-attack"": 59, ""special-defense"": 80, ""speed"": 65}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/916.ogg"", ""legacy"": null}",oinkologne-male,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,oinkologne,[],[]
917,tarountula,3,40,42,918,True,https://pokeapi.co/api/v2/pokemon/917/encounters,"insomnia, stakeout",bug,"headbutt, tackle, body-slam, take-down, counter","{""hp"": 35, ""attack"": 41, ""defense"": 45, ""special-attack"": 29, ""special-defense"": 40, ""speed"": 20}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/917.ogg"", ""legacy"": null}",tarountula,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,tarountula,[],[]
918,spidops,10,165,141,919,True,https://pokeapi.co/api/v2/pokemon/918/encounters,"insomnia, stakeout",bug,"headbutt, tackle, body-slam, take-down, low-kick","{""hp"": 60, ""attack"": 79, ""defense"": 92, ""special-attack"": 52, ""special-defense"": 86, ""speed"": 35}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/918.ogg"", ""legacy"": null}",spidops,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,spidops,[],[]
919,nymble,2,10,42,920,True,https://pokeapi.co/api/v2/pokemon/919/encounters,"swarm, tinted-lens",bug,"double-kick, tackle, take-down, leer, counter","{""hp"": 33, ""attack"": 46, ""defense"": 40, ""special-attack"": 21, ""special-defense"": 25, ""speed"": 45}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/919.ogg"", ""legacy"": null}",nymble,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,nymble,[],[]
920,lokix,10,175,158,921,True,https://pokeapi.co/api/v2/pokemon/920/encounters,"swarm, tinted-lens","bug, dark","swords-dance, double-kick, tackle, take-down, double-edge","{""hp"": 71, ""attack"": 102, ""defense"": 78, ""special-attack"": 52, ""special-defense"": 55, ""speed"": 92}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/920.ogg"", ""legacy"": null}",lokix,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,lokix,[],[]
921,pawmi,3,25,48,954,True,https://pokeapi.co/api/v2/pokemon/921/encounters,"static, natural-cure, iron-fist",electric,"scratch, slam, take-down, bite, growl","{""hp"": 45, ""attack"": 50, ""defense"": 20, ""special-attack"": 40, ""special-defense"": 25, ""speed"": 60}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/921.ogg"", ""legacy"": null}",pawmi,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,pawmi,[],[]
922,pawmo,4,65,123,955,True,https://pokeapi.co/api/v2/pokemon/922/encounters,"volt-absorb, natural-cure, iron-fist","electric, fighting","thunder-punch, scratch, slam, take-down, bite","{""hp"": 60, ""attack"": 75, ""defense"": 40, ""special-attack"": 50, ""special-defense"": 40, ""speed"": 85}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/922.ogg"", ""legacy"": null}",pawmo,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,pawmo,[],[]
923,pawmot,9,410,245,956,True,https://pokeapi.co/api/v2/pokemon/923/encounters,"volt-absorb, natural-cure, iron-fist","electric, fighting","fire-punch, ice-punch, thunder-punch, scratch, slam","{""hp"": 70, ""attack"": 115, ""defense"": 70, ""special-attack"": 70, ""special-defense"": 60, ""speed"": 105}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/923.ogg"", ""legacy"": null}",pawmot,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,pawmot,[],[]
924,tandemaus,3,18,61,945,True,https://pokeapi.co/api/v2/pokemon/924/encounters,"run-away, pickup, own-tempo",normal,"pound, take-down, double-edge, bite, low-kick","{""hp"": 50, ""attack"": 50, ""defense"": 45, ""special-attack"": 40, ""special-defense"": 45, ""speed"": 75}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/924.ogg"", ""legacy"": null}",tandemaus,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,tandemaus,[],[]
925,maushold-family-of-four,3,23,165,946,True,https://pokeapi.co/api/v2/pokemon/925/encounters,"friend-guard, cheek-pouch, technician",normal,"pound, take-down, double-edge, hyper-beam, low-kick","{""hp"": 74, ""attack"": 75, ""defense"": 70, ""special-attack"": 65, ""special-defense"": 75, ""speed"": 111}",,"{""latest"": ""https://raw.githubusercontent.com/PokeAPI/cries/main/cries/pokemon/latest/925.ogg"", ""legacy"": null}",maushold-family-of-four,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,maushold,[],[]
